Model,Year,HorsePower,Fuel,Mileage,Transmission,Price
BMW 520 d e 60,2006,130 kW (177 CP),Diesel, 128.000 km,automata,6.500 EUR (brut)
BMW 530d LCI Facelift / Bi Xenon /NAVI,2007,173 kW (235 CP),Diesel, 208.000 km,manuala,6.500 EUR (brut)
BMW 530d  Limousine,2017,195 kW (265 CP),Diesel, 28.000 km,automata,37.800 EUR (brut)
BMW 518d Aut. *super Zustand*HU/AU & Service neu*,2015,110 kW (150 CP),Diesel, 86.000 km,automata,19.990 EUR (brut)
"BMW 520d M paket Neue TÃœV, neue kette",2010,135 kW (184 CP),Diesel, 190.576 km,automata,15.900 EUR (brut)
BMW 525d e60 m Paket,2005,130 kW (177 CP),Diesel, 310.000 km,automata,6.000 EUR (brut)
BMW 535d 272 ps,2005,200 kW (272 CP),Diesel, 204.895 km,automata,6.100 EUR (brut)
BMW 530i Aut.,2007,200 kW (272 CP),Benzina, 202.000 km,automata,12.999 EUR (brut)
BMW 525 Sport,2010,150 kW (204 CP),Diesel, 270.000 km,automata,12.400 EUR (brut)
BMW 525i Automatik,2005,141 kW (192 CP),Benzina, 236.000 km,manuala,4.950 EUR (brut)
BMW 523i Automatik,2010,150 kW (204 CP),Benzina, 203.000 km,automata,15.990 EUR (brut)
BMW 530d Gran Turismo TOP Ausstattung,2010,180 kW (245 CP),Diesel, 122.200 km,automata,15.499 EUR (brut)
BMW 520d Leder Xenon Navi Comfortsitze,2011,135 kW (184 CP),Diesel, 214.000 km,automata,12.685 EUR (brut)
BMW 523i,2006,130 kW (177 CP),Benzina, 180.600 km,manuala,7.000 EUR (brut)
BMW 525d Aut.,2007,145 kW (197 CP),Diesel, 249.000 km,automata,7.850 EUR (brut)
BMW 520d Aut.,2011,135 kW (184 CP),Diesel, 149.000 km,automata,13.950 EUR (brut)
BMW 530 Gran Turismo,2009,180 kW (245 CP),Diesel, 150.000 km,automata,16.000 EUR (brut)
BMW 535i xDrive Gran Turismo Individual Aut.,2011,225 kW (306 CP),Benzina, 268.000 km,automata,14.450 EUR (brut)
BMW 530i Aut.,2006,190 kW (258 CP),Benzina, 159.500 km,automata,7.000 EUR (brut)
BMW 518d Aut.,2014,105 kW (143 CP),Diesel, 149.900 km,automata,15.990 EUR (brut)
BMW 525d M-paket Ausstattung,2010,150 kW (204 CP),Diesel, 245.000 km,automata,12.600 EUR (brut)
BMW 525i Lim. Bi-XENON/PDC/LEDER/SPORTSITZE/1.HAND,2008,160 kW (218 CP),Benzina, 98.000 km,manuala,12.990 EUR (brut)
BMW 5 Gran Turismo 530d xDrive  Navi Leder Panorama,2011,180 kW (245 CP),Diesel, 138.000 km,automata,16.690 EUR (brut) 14.025 EUR (net)
BMW 520d Aut.,2012,135 kW (184 CP),Diesel, 248.000 km,automata,15.300 EUR (brut)
"BMW 525d Aut.M Paket,Top Zustand",2005,130 kW (177 CP),Diesel, 270.000 km,automata,4.200 EUR (brut)
BMW 525i Aut. Standheizung;Sitzheizung;M-StoÃŸstange,2005,160 kW (218 CP),Benzina, 153.164 km,automata,7.500 EUR (brut)
BMW 525d,2007,145 kW (197 CP),Diesel, 143.000 km,manuala,8.400 EUR (brut)
"BMW 520d, ehem.NP 68.000 ‚¬, nahezu Vollausstattung",2011,135 kW (184 CP),Diesel, 168.000 km,manuala,14.900 EUR (brut)
BMW 530d xDrive+Mega Extras+TV+XEN+Standheizung,2006,170 kW (231 CP),Diesel, 200.000 km,automata,6.393 EUR (brut)
BMW 525 525i A,2005,160 kW (218 CP),Benzina, 107.000 km,automata,8.000 EUR (brut)
BMW 530d Aut.M Sport!!!RECHTSLENKER!!!,2006,170 kW (231 CP),Diesel, 168.356 km,automata,4.950 EUR (brut)
"BMW 528i Sport-Aut. Top gepflegt, Xenon, Vollleder",2010,190 kW (258 CP),Benzina, 90.700 km,automata,19.950 EUR (brut)
BMW 530i Aut.,2012,200 kW (272 CP),Benzina, 122.000 km,automata,23.500 EUR (brut)
BMW 530d Sport-Aut.,2011,180 kW (245 CP),Diesel, 150.000 km,automata,20.000 EUR (brut)
BMW 525d M57 Typ 560l TÃœV bis Januar 2021,2009,145 kW (197 CP),Diesel, 227.807 km,automata,7.500 EUR (brut)
"BMW 5 Lim. 520d""LUXURY""HEAD/LED/XEN/ACC/PDC/18""/1A",2016,140 kW (190 CP),Diesel, 199.000 km,automata,19.750 EUR (brut)
BMW 530d xDrive Aut.,2011,190 kW (258 CP),Diesel, 210.000 km,automata,12.500 EUR (brut)
"BMW 530d Aut., Had Up, Leder, Navi, Schiebedach",2010,180 kW (245 CP),Diesel, 116.000 km,automata,15.990 EUR (brut)
BMW 525d M Paket 6 Zylinder,2011,151 kW (205 CP),Diesel, 182.000 km,automata,17.200 EUR (brut)
BMW 525 i 3.0L  mit  M Ausstattung,2007,160 kW (218 CP),Benzina, 177.500 km,manuala,9.999 EUR (brut)
BMW 525d Sport-Aut.,2013,160 kW (218 CP),Diesel, 109.300 km,automata,21.499 EUR (brut)
BMW 525i Aut.,2007,160 kW (218 CP),Benzina, 210.500 km,automata,7.000 EUR (brut)
BMW 520d xDrive Aut. Key. Go,2013,140 kW (190 CP),Diesel, 88.000 km,automata,22.900 EUR (brut)
BMW 520d Sport-Aut.M/Sportpaket/Bi-Xenon/Navi/,2013,135 kW (184 CP),Diesel, 85.425 km,automata,19.500 EUR (brut)
BMW 523i,2005,130 kW (177 CP),Benzina, 217.000 km,manuala,5.000 EUR (brut)
BMW 525i Aut. Edition Exclusive,2008,160 kW (218 CP),Benzina, 216.000 km,automata,9.400 EUR (brut)
BMW 5er 520d f10 Blau metallic,2011,135 kW (184 CP),Diesel, 133.500 km,automata,16.900 EUR (brut)
BMW 535d Aut. *M-SPORTPAKET* HEAD-UP+NAVI+XENON+H&K+,2015,230 kW (313 CP),Diesel, 136.178 km,automata,26.850 EUR (brut) 22.563 EUR (net)
BMW 523i Limousine* LED+BI-XENON+VOLL-LEDER+SHZ+PDC+,2010,150 kW (204 CP),Benzina, 156.500 km,manuala,13.350 EUR (brut)
BMW 530d Lim. Sport Paket Navi Vollleder Xenon,2011,180 kW (245 CP),Diesel, 250.000 km,automata,12.950 EUR (brut)
BMW 535d M-Paket-HeadUp-Spurassist-LÃ¼ftung-Standheiz,2011,220 kW (299 CP),Diesel, 219.700 km,automata,15.999 EUR (brut)
BMW 530 d von Privat,2008,169 kW (230 CP),Diesel, 98.000 km,automata,13.500 EUR (brut)
BMW 5 Lim. 520d Facelift/Leder/Xenon/Autom./Head-Up,2007,130 kW (177 CP),Diesel, 249.500 km,automata,6.995 EUR (brut)
BMW 535xDrive-LEDER-NAVI PROF-XENON-ESHD-1HAND-EURO6,2016,230 kW (313 CP),Diesel, 153.000 km,automata,24.900 EUR (brut) 20.924 EUR (net)
BMW 530d Lci,2007,260 kW (354 CP),Diesel, 255.000 km,automata,7.500 EUR (brut)
BMW 523i,2009,140 kW (190 CP),Benzina, 195.000 km,manuala,9.000 EUR (brut)
BMW 535i*20 MB design* top zustand !!!,2011,225 kW (306 CP),Benzina, 150.000 km,automata,25.900 EUR (brut)
BMW 520d Aut.,2010,135 kW (184 CP),Diesel, 158.000 km,automata,14.900 EUR (brut)
BMW 530i (e60) - BJ 2005,2005,190 kW (258 CP),Benzina, 199.500 km,automata,7.000 EUR (brut)
BMW 530i SMG,2006,190 kW (258 CP),Benzina, 222.075 km,automata,12.200 EUR (brut)
BMW 530xd,2006,170 kW (231 CP),Diesel, 212.000 km,manuala,7.400 EUR (brut)
BMW 520i,2005,125 kW (170 CP),Benzina, 216.000 km,manuala,5.555 EUR (brut)
BMW 530d xDrive Aut. Edition Sport,2009,173 kW (235 CP),Diesel, 113.000 km,automata,16.500 EUR (brut)
BMW 520 D E60,2006,120 kW (163 CP),Diesel, 255.000 km,manuala,6.499 EUR (brut)
BMW 523i,2010,150 kW (204 CP),Benzina, 96.700 km,manuala,16.000 EUR (brut)
BMW 525d,2005,130 kW (177 CP),Diesel, 279.977 km,manuala,4.500 EUR (brut)
"BMW 530d xDrive M Sport-Aut. Soft-Close,Hud,Memory",2011,190 kW (258 CP),Diesel, 138.000 km,automata,18.900 EUR (brut)
BMW 520d Aut.,2012,135 kW (184 CP),Diesel, 543.000 km,automata,8.000 EUR (brut)
"BMW 535xd GT/Led/VOLL/Leder/19""/Exp:28.999.--",2015,230 kW (313 CP),Diesel, 89.900 km,automata,34.799 EUR (brut) 28.999 EUR (net)
BMW 523i Aut. F 10,2010,150 kW (204 CP),Benzina, 154.797 km,automata,14.500 EUR (brut)
BMW 525d,2006,130 kW (177 CP),Diesel, 187.000 km,automata,8.299 EUR (brut)
"BMW 525i Head Up, Xenon, AHK",2007,160 kW (218 CP),Benzina, 149.980 km,manuala,10.950 EUR (brut)
BMW 520d,2018,140 kW (190 CP),Diesel, 9.500 km,automata,31.999 EUR (brut)
BMW 520d Angebot bis12.04,2009,130 kW (177 CP),Diesel, 150.000 km,manuala,8.700 EUR (brut)
BMW 523i,2009,140 kW (190 CP),Benzina, 105.000 km,manuala,11.999 EUR (brut)
BMW 520 i  Scheckheft & Navi,2005,125 kW (170 CP),Benzina, 158.000 km,manuala,6.400 EUR (brut)
BMW 530d e60 M Paket head up display usw,2006,170 kW (231 CP),Diesel, 250.000 km,automata,7.500 EUR (brut)
BMW 525i Aut. LCI Facelift *Navi *Xenon*Schiebedach,2008,160 kW (218 CP),Benzina, 103.000 km,automata,8.999 EUR (brut)
BMW 530d Lim. Sport Paket Xenon Navi Vollleder 1.Ha,2008,173 kW (235 CP),Diesel, 250.000 km,manuala,7.450 EUR (brut)
BMW 525d Aut.,2005,130 kW (177 CP),Diesel, 289.000 km,automata,4.150 EUR (brut)
BMW 523i Aut. M-Paket,2005,130 kW (177 CP),Benzina, 143.000 km,automata,8.999 EUR (brut)
BMW 525i,2005,141 kW (192 CP),Benzina, 99.999 km,automata,8.900 EUR (brut)
BMW 523i,2011,150 kW (204 CP),Benzina, 203.000 km,manuala,14.000 EUR (brut)
BMW 520 Benziner 179000 km NAVI  1 Hand  S...,2012,135 kW (184 CP),Benzina, 179.800 km,automata,14.000 EUR (brut)
BMW 525d Aut.,2010,150 kW (204 CP),Diesel, 134.000 km,automata,16.900 EUR (brut)
BMW 5 Lim. 520d Vollleder*Bi.Xenon*el.SHD*HD-UP*NAVI,2016,140 kW (190 CP),Diesel, 100.000 km,automata,23.750 EUR (brut) 19.958 EUR (net)
BMW 525d,2009,145 kW (197 CP),Diesel, 215.000 km,automata,10.500 EUR (brut)
BMW 520 520d Executive M Sport garantie* 6 maanden,2013,135 kW (184 CP),Diesel, 198.890 km,automata,15.029 EUR (brut)
BMW 525 525d High Executive garantie* 6 maanden,2010,150 kW (204 CP),Diesel, 230.783 km,manuala,12.288 EUR (brut)
BMW 520 520d Luxury High Executive,2016,140 kW (190 CP),Diesel, 108.648 km,automata,24.291 EUR (brut)
BMW 523 523i Executive,2010,150 kW (204 CP),Benzina, 112.356 km,automata,16.726 EUR (brut)
"BMW 530 530d Luxury Facelift 258pk ( Schiebedach , H",2014,190 kW (258 CP),Diesel, 164.970 km,automata,23.792 EUR (brut) 19.663 EUR (net)
BMW 520d Aut. Limousine 177 P.S. TÃ¼V 06.20,2008,130 kW (177 CP),Diesel, 194.000 km,automata,7.299 EUR (brut)
BMW 525d M sport,2006,130 kW (177 CP),Diesel, 220.000 km,manuala,6.200 EUR (brut)
BMW 530GT/NaviProf/SoftCl/Komfortzug/Standhz/Kamera,2015,190 kW (258 CP),Diesel, 99.998 km,automata,24.999 EUR (brut) 21.008 EUR (net)
"BMW 540 i xDrive M Sportpaket Vollausstat, Navi Lede",2019,250 kW (340 CP),Benzina,0 km,automata,82.770 EUR (brut) 69.555 EUR (net)
BMW 520d Aut Sport DrAss Plus Glas Navi Pr Rollos,2016,140 kW (190 CP),Diesel, 125.000 km,automata,23.970 EUR (brut) 20.143 EUR (net)
BMW 520d Aut Navi Hifi SHZ LED NSW 50000km,2014,140 kW (190 CP),Diesel, 50.000 km,automata,21.470 EUR (brut) 18.042 EUR (net)
BMW 535d XDrive M-Paket 313PS 6WB Black Pa...,2012,230 kW (313 CP),Diesel, 142.000 km,automata,23.599 EUR (brut)
BMW 530d,2006,170 kW (231 CP),Diesel, 270.000 km,manuala,8.900 EUR (brut)
BMW 525d Aut.,2008,145 kW (197 CP),Diesel, 175.300 km,automata,11.499 EUR (brut)
BMW 530i xDrive M-Sport Komfortsitze Navi GSD HUD,2019,185 kW (252 CP),Benzina,0 km,automata,69.990 EUR (brut) 58.815 EUR (net)
BMW 520da Sportpakiet,2015,140 kW (190 CP),Diesel, 54.000 km,automata,25.300 EUR (brut)
BMW 520d,2015,140 kW (190 CP),Diesel, 85.000 km,automata,20.000 EUR (brut)
BMW 520d  NAVI*LEDER*XENON*6-GANG*MTL*KLIMATRONIK*,2013,135 kW (184 CP),Benzina, 169.000 km,manuala,11.980 EUR (brut)
BMW 523i F10 Lim.*79TKM*Leder*Navi*PDC*Durchlade*Top,2010,150 kW (204 CP),Benzina, 79.896 km,manuala,18.980 EUR (brut)
BMW 530d xDrive SAG*Luxury*Individual*LED*StHz*HK*,2016,190 kW (258 CP),Diesel, 76.100 km,automata,27.890 EUR (brut) 23.437 EUR (net)
BMW 520 Gran Turismo,2013,135 kW (184 CP),Diesel, 100.331 km,automata,7.850 EUR (brut)
BMW 520d xDrive Aut. M Sportpaket Navi Prof. HiFi LE,2016,140 kW (190 CP),Diesel, 38.160 km,automata,28.890 EUR (brut) 24.277 EUR (net)
BMW 520i Automatik Tempomat USB Klimaaut. PDC,2012,135 kW (184 CP),Benzina, 112.467 km,automata,15.890 EUR (brut)
BMW 530d euro 6vollausttatung,2013,190 kW (258 CP),Diesel, 192.000 km,automata,17.900 EUR (brut)
BMW 540i xDrive M Sportpaket Leder Navi Prof. Head-U,2019,250 kW (340 CP),Benzina,0 km,automata,76.890 EUR (brut) 64.613 EUR (net)
BMW 530i M Sportpaket Navi Prof. Head-Up HiFi LED,2019,185 kW (252 CP),Benzina,0 km,automata,65.390 EUR (brut) 54.950 EUR (net)
BMW 530d SportAutomatik,2008,173 kW (235 CP),Diesel, 196.000 km,automata,13.200 EUR (brut)
BMW 525d Sport-Aut.Leder Xen. Navi-Prof. GSD Head-Up,2011,150 kW (204 CP),Diesel, 144.325 km,automata,19.500 EUR (brut)
BMW 525D E60,2009,145 kW (197 CP),Diesel, 215.000 km,automata,10.500 EUR (brut)
BMW 530d Sport-Aut. Edition M-Paket,2008,173 kW (235 CP),Diesel, 180.000 km,automata,12.900 EUR (brut)
BMW 523i,2006,130 kW (177 CP),Benzina, 113.800 km,manuala,8.500 EUR (brut)
BMW 525d e60 facelift,2007,145 kW (197 CP),Diesel, 207.000 km,automata,9.400 EUR (brut)
BMW 520d,2012,135 kW (184 CP),Diesel, 170.780 km,automata,14.990 EUR (brut)
BMW 523i Baujahr 2005,2005,130 kW (177 CP),Benzina, 188.000 km,automata,7.000 EUR (brut)
BMW 520d Aut.,2008,130 kW (177 CP),Diesel, 182.000 km,automata,10.500 EUR (brut)
BMW 540i M Sportpaket,2017,250 kW (340 CP),Benzina, 11.720 km,automata,49.900 EUR (brut)
BMW 520d,2006,120 kW (163 CP),Diesel, 220.000 km,automata,6.750 EUR (brut)
BMW 520 d *NAVi/BUSiNESS*XENON*SiTZHG*ALU*,2007,110 kW (150 CP),Diesel, 280.000 km,manuala,4.950 EUR (brut)
BMW 5 Lim. 525i*GARANTIE*1.HAND*M PAKET*LEDER*NAVI**,2007,160 kW (218 CP),Benzina, 96.000 km,automata,14.450 EUR (brut)
BMW 530d xDrive Limo M Sport HUD DA+ Glasd. LED PA+,2018,195 kW (265 CP),Diesel, 23.028 km,automata,53.890 EUR (brut) 45.286 EUR (net)
BMW 530d Aut.,2007,170 kW (231 CP),Diesel, 171.100 km,automata,7.150 EUR (brut)
BMW 520d *VOLLAUSSTATTUNG*,2012,135 kW (184 CP),Diesel, 96.000 km,manuala,18.400 EUR (brut)
BMW 530d F10 M5 M Paket Scheckheft gepfleg...,2010,180 kW (245 CP),Diesel, 215.000 km,automata,16.666 EUR (brut)
BMW 525d *Automatik* *Leder* *Bi-Xenon* *Navi* *TOP*,2007,145 kW (197 CP),Diesel, 250.000 km,automata,6.490 EUR (brut)
BMW 540i Aut. Sport Line,2017,250 kW (340 CP),Benzina, 16.000 km,automata,48.500 EUR (brut) 38.800 EUR (net)
BMW 5 er  Limousine - dunkelblau - top Zustand,2007,145 kW (197 CP),Diesel, 275.000 km,automata,5.999 EUR (brut)
BMW 520d Aut. Special Edition,2009,120 kW (163 CP),Diesel, 210.000 km,automata,9.000 EUR (brut)
BMW 520d xDrive Aut.,2015,140 kW (190 CP),Diesel, 138.000 km,automata,21.999 EUR (brut)
BMW 525d Aut M-Paket Xenon Navi HeadUp Keyless SD,2012,160 kW (218 CP),Diesel, 112.400 km,automata,21.900 EUR (brut)
BMW 525d,2005,130 kW (177 CP),Diesel, 326.000 km,manuala,4.850 EUR (brut)
"BMW 530d Aut. Luxury Line, Standheizung, erst 47T km",2013,190 kW (258 CP),Diesel, 47.000 km,automata,22.499 EUR (brut)
BMW 525d 6 Zylinder,2010,150 kW (204 CP),Diesel, 141.500 km,automata,17.900 EUR (brut)
"BMW 525d(3,0) Aut. Limosine.STANDHEIZUNG*F...",2007,145 kW (197 CP),Diesel, 220.000 km,automata,6.500 EUR (brut)
BMW 550 Gran Turismo GT LCI °M-SPORT°UVP 118.519‚¬°,2013,330 kW (449 CP),Benzina, 12.500 km,automata,49.950 EUR (brut) 41.975 EUR (net)
BMW 535i GT VOLLAUSTG/CHECKH/UNFALLFREI/1 A ZUSTAND,2010,225 kW (306 CP),Benzina, 119.800 km,automata,21.970 EUR (brut)
BMW 520i Automatik Navi Xenon,2005,125 kW (170 CP),Benzina, 95.000 km,automata,8.000 EUR (brut)
BMW 535d Voll  Ausstattung und viele Extras,2007,200 kW (272 CP),Diesel, 242.000 km,automata,4.900 EUR (brut)
BMW 520i,2005,125 kW (170 CP),Benzina, 211.000 km,manuala,5.799 EUR (brut)
BMW 520d Aut. NAVIGATION PROFESSIONAL GSD,2011,135 kW (184 CP),Diesel, 97.000 km,automata,14.400 EUR (brut)
BMW 530d M,2005,169 kW (230 CP),Diesel, 226.500 km,automata,9.500 EUR (brut)
BMW 523i aus zweiter Hand TOP!! 8fach Aluf...,2006,130 kW (177 CP),Benzina, 65.000 km,manuala,9.500 EUR (brut)
BMW 525d,2012,160 kW (218 CP),Diesel, 124.000 km,manuala,14.999 EUR (brut)
BMW 520d Efficient Dynamics Edition,2013,135 kW (184 CP),Diesel, 172.200 km,automata,14.690 EUR (brut)
BMW 535 Gran Turismo 535d xDrive Gran Turismo,2015,230 kW (313 CP),Diesel, 61.000 km,automata,32.890 EUR (brut) 27.639 EUR (net)
BMW 525d Aut.,2007,145 kW (197 CP),Diesel, 225.000 km,automata,5.500 EUR (brut)
BMW 525d M Sport Paket M Technik Navi,2006,130 kW (177 CP),Diesel, 353.000 km,manuala,4.900 EUR (brut)
BMW 550i Sport-Aut. Edition Sport,2008,270 kW (367 CP),Benzina, 290.000 km,automata,10.500 EUR (brut)
BMW 530d Aut. Limo Leder Navi Pro M.Comfort GSD 1.Hd,2011,180 kW (245 CP),Diesel, 58.864 km,automata,20.790 EUR (brut)
"BMW 535d M Sportpaket Sp-A.Leder NaviPr.HUD LED 19""",2016,230 kW (313 CP),Diesel, 71.733 km,automata,35.900 EUR (brut) 30.168 EUR (net)
BMW 530d Aut.Standheizung AHK,2006,170 kW (231 CP),Diesel, 241.385 km,automata,5.400 EUR (brut)
BMW 530d Sport-Aut. Navi Xenon Gepflegt,2010,180 kW (245 CP),Diesel, 165.000 km,automata,16.500 EUR (brut)
BMW 530d Luxury Full M Sport Paket,2017,190 kW (258 CP),Diesel, 46.800 km,automata,47.000 EUR (brut)
BMW 535D Bi-Turbo F10 19 Zoll alufelgen Na...,2012,230 kW (313 CP),Diesel, 169.000 km,automata,23.500 EUR (brut)
BMW 523i Aut.,2005,130 kW (177 CP),Benzina, 112.000 km,automata,6.499 EUR (brut)
BMW 525i e60 3.0l 6 Zylinder,2007,160 kW (218 CP),Benzina, 105.000 km,automata,10.500 EUR (brut)
BMW 530d xDrive,2011,190 kW (258 CP),Diesel, 102.000 km,automata,18.900 EUR (brut)
BMW 525xi Aut.,2007,160 kW (218 CP),Benzina, 215.000 km,automata,9.900 EUR (brut)
BMW 520d Aut.,2010,135 kW (184 CP),Diesel, 107.000 km,automata,14.900 EUR (brut)
BMW 530d xDr. *Standhzg+Komf.sitze+Night+TV+Glasdach,2018,195 kW (265 CP),Diesel, 37.000 km,automata,47.300 EUR (brut) 39.748 EUR (net)
BMW 520d Aut.Xenon.Navi etc.,2010,135 kW (184 CP),Diesel, 170.000 km,automata,11.300 EUR (brut)
BMW 530d M-Paket *LEDER|NAVI|XENON|Schiebedach*,2007,173 kW (235 CP),Diesel, 200.000 km,automata,9.990 EUR (brut)
BMW 520d Sport-Aut.,2011,135 kW (184 CP),Diesel, 108.000 km,automata,16.599 EUR (brut)
BMW 535d xDrive Sport-Aut.,2012,230 kW (313 CP),Diesel, 175.500 km,automata,25.500 EUR (brut)
BMW 535I Limousine Gepflegt CH AUTO Aussta...,2011,225 kW (306 CP),Benzina, 122.000 km,automata,23.800 EUR (brut)
BMW 520 DA F10 *CO²-109g* HEAD-UP*NAVI(Prof.)*,2016,140 kW (190 CP),Diesel, 118.986 km,automata,19.800 EUR (brut) 16.639 EUR (net)
BMW 525d*Automatik*Navi*EURO5*Scheckheft*2.Hand,2010,150 kW (204 CP),Diesel, 192.500 km,automata,13.450 EUR (brut)
BMW 550 GT CHip T.508PS AHK  Hud 20 Zoll TÃ¼v10.2020,2010,300 kW (408 CP),Benzina, 218.000 km,automata,19.900 EUR (brut)
BMW 530i 6Gang Aut. MPacket *Standheizung* Mit TÃ¼v,2005,190 kW (258 CP),Benzina, 246.000 km,automata,13.700 EUR (brut)
BMW 530d Sport-Aut.20 M-felgen,2016,190 kW (258 CP),Diesel, 145.000 km,automata,24.800 EUR (brut)
BMW 530 Gran Turismo,2011,180 kW (245 CP),Diesel, 131.000 km,automata,20.000 EUR (brut)
BMW 520d Efficient Dynamics Edition,2012,135 kW (184 CP),Diesel, 234.660 km,automata,11.999 EUR (brut)
BMW 520 iA 8 Gang*Navi*voll LED*Sitzheizung*EU6 d Te,2018,135 kW (184 CP),Benzina, 5.192 km,automata,33.890 EUR (brut) 28.479 EUR (net)
BMW 520 iA 8 Gang*Navi*voll LED*Sitzheizung*EU6 d Te,2018,135 kW (184 CP),Benzina, 9.625 km,automata,33.890 EUR (brut) 28.479 EUR (net)
BMW 520 iA 8 Gang*Navi*voll LED*Sitzheizung*EU6 d Te,2018,135 kW (184 CP),Benzina, 8.713 km,automata,33.890 EUR (brut) 28.479 EUR (net)
BMW 520 iA 8 Gang*Navi*voll LED*Sitzheizung*EU6 d Te,2018,135 kW (184 CP),Benzina, 8.187 km,automata,33.890 EUR (brut) 28.479 EUR (net)
BMW 520 iA 8 Gang*Navi*voll LED*Sitzheizung*EU6 d Te,2018,135 kW (184 CP),Benzina, 6.017 km,automata,33.890 EUR (brut) 28.479 EUR (net)
BMW 520d (F10) /NAVI/XENON/PDC/SHZ/SP-AUTOMATIK/,2012,135 kW (184 CP),Diesel, 136.000 km,automata,13.900 EUR (brut)
BMW 520 d Steptr. Sport Line sehr gute Ausstattung,2018,140 kW (190 CP),Diesel, 8.400 km,automata,41.950 EUR (brut) 35.252 EUR (net)
BMW 525 525d,2005,130 kW (177 CP),Diesel, 249.000 km,manuala,4.690 EUR (brut)
BMW 530d xDrive-NAVI-XENON-SOFTCLOSE-119000KM,2012,190 kW (258 CP),Diesel, 119.000 km,automata,17.990 EUR (brut)
BMW 525d Lim.-F10-1 HAND-XENON-GLASDACH-SCHECKHEFT,2010,150 kW (204 CP),Diesel, 138.000 km,manuala,11.990 EUR (brut)
BMW 525d Aut.Xenon Sitzheizung TÃ¼v Neu,2005,130 kW (177 CP),Diesel, 216.532 km,automata,4.990 EUR (brut)
BMW 530d*Euro-6*HUD*Xen*Leder*Navi*Sport*SD*LUXURY,2014,190 kW (258 CP),Diesel, 85.000 km,automata,25.990 EUR (brut) 21.840 EUR (net)
BMW 530d xDrive Aut. Luxury Line,2013,190 kW (258 CP),Diesel, 133.000 km,automata,30.499 EUR (brut)
BMW 535d E60 Leder/Xenon /Navi /Automatik/...,2005,200 kW (272 CP),Diesel, 255.000 km,automata,6.499 EUR (brut)
"BMW 5 Lim. 550i, Head-Up, Voll. Finanzierung mÃ¶glich",2010,300 kW (408 CP),Benzina, 118.500 km,automata,21.900 EUR (brut)
BMW 530Diesel  Euro 6,2010,180 kW (245 CP),Diesel, 227.200 km,automata,18.000 EUR (brut)
BMW 523i Limousine Aut. Navi,2009,140 kW (190 CP),Benzina, 136.000 km,automata,4.600 EUR (brut)
BMW 528i Aut.,2013,180 kW (245 CP),Benzina, 105.000 km,automata,21.799 EUR (brut)
BMW 525i E60,2005,160 kW (218 CP),Benzina, 166.500 km,manuala,8.190 EUR (brut)
BMW 535d xDrive M-SPORT-PAKET/NAVI/AHK/Head-up/VOLL,2015,230 kW (313 CP),Diesel, 82.000 km,automata,32.990 EUR (brut) 27.723 EUR (net)
BMW 540i xDrive Aut. Leder HeadUp ACC Navi Prof.,2017,250 kW (340 CP),Benzina, 10.800 km,automata,49.990 EUR (brut)
BMW 540i Aut.,2018,250 kW (340 CP),Benzina, 9.200 km,automata,46.900 EUR (brut)
BMW 525i*Vollaustattung*Navi*Leder*ESSD*,2006,160 kW (218 CP),Benzina, 225.000 km,automata,8.950 EUR (brut)
"BMW 523i Automatik,Navi,Xenon,Sitzhz,Schiebedach",2007,140 kW (190 CP),Benzina, 95.000 km,automata,13.990 EUR (brut)
"BMW 530d Bi-Xenon ,navi,Sport-aut,vollleder",2011,180 kW (245 CP),Diesel, 181.223 km,automata,11.400 EUR (brut)
BMW 530d A*Soft Close*Head UP*Komfortsitze*Stop&Go,2013,190 kW (258 CP),Diesel, 87.000 km,automata,24.900 EUR (brut)
BMW 523i Aut. F10,2010,150 kW (204 CP),Benzina, 143.500 km,automata,15.940 EUR (brut)
BMW 520d M Sport/EU6/Komfortsitze/NaviPro/Memory/GSD,2015,140 kW (190 CP),Diesel, 136.000 km,automata,22.500 EUR (brut)
BMW 530d Aut. M Sport *HEAD UP - HiFi - NAVI PRO*,2017,195 kW (265 CP),Diesel, 75.400 km,automata,35.500 EUR (brut) 29.832 EUR (net)
BMW 530i LCI/Navi Prof./ M-Ausst./ TÃ¼v neu/ Bi-Xenon,2007,200 kW (272 CP),Benzina, 168.000 km,automata,13.299 EUR (brut)
BMW 530d xDrive Aut. M-Paket,2014,190 kW (258 CP),Diesel, 67.050 km,automata,32.000 EUR (brut)
BMW 530i AUTOMATIK LEDER NAVI XENON PDC,2007,200 kW (272 CP),Benzina, 187.955 km,automata,10.990 EUR (brut)
BMW 520 DA F10 *CO²-109g* HEAD-UP*KAMERA*NAVI(Prof.),2014,140 kW (190 CP),Diesel, 199.813 km,automata,16.250 EUR (brut) 13.655 EUR (net)
BMW 525i e60 Xenon Navi GroÃŸ Leder GSHD Scheckheft,2006,160 kW (218 CP),Benzina, 138.244 km,automata,9.750 EUR (brut)
BMW 520d Prior Design PDM5,2006,120 kW (163 CP),Diesel, 177.800 km,manuala,11.500 EUR (brut)
BMW 520d GT Automatik Shadow-Line Leder SitzlÃ¼ftung,2016,135 kW (184 CP),Diesel, 120.000 km,automata,21.770 EUR (brut) 18.294 EUR (net)
BMW 530d Aut.,2011,180 kW (245 CP),Diesel, 163.000 km,automata,17.200 EUR (brut)
